text,topic,blog_name,pet,word_count,chunk_size
"treatment after diagnosing the type of bacterial infection, the veterinarian will prescribe antiobitics for your ferret. helicobactei mustelae infections will require antibiotics for at least three weeks, while lawsonia intracellularis infections only require about two to three weeks. /24, ",Treatment,Bacterial Diseases in Ferrets,Ferrets,39,44
"bacterial pneumonia in ferrets petmd.com /ferret/conditions/respiratory/c_ft_pneumonia_bacterial bacterial pneumonia is relatively uncommon in ferrets, but when present, should be considered a serious, life-threatening disease. causing an inflammation of the lungs, it usually occurs secondary to viral infection or aspiration of foreign material. however, the development of the respiratory infection is depending on many factors, including size, inoculation site, number of organisms and their virulence, and resistance of the host.",Bacterial Pneumonia in Ferrets,Bacterial Pneumonia in Ferrets,Ferrets,68,85
symptoms and types fever loss of appetite (anorexia) weight loss nasal discharge cough (rare) rapid or difficulty breathing overall weakness (often manifested as rear limb partial paralysis),Symptoms and Types,Bacterial Pneumonia in Ferrets,Ferrets,27,30
"causes some common causes for this form of pneumonia include: bacterial pathogens abscesses regurgitation or vomiting thoracic trauma or surgery severe metabolic disorders (e.g., kidney disease, diabetes) protein or calorie malnutrition exposure to animals that have not been vaccinated for canine distemper virus or that are infected with the influenza virus can also make a ferret more prone to this disease.",Causes,Bacterial Pneumonia in Ferrets,Ferrets,61,68
"diagnosis many other diseases can account for these symptoms, so your veterinarian will need to rule out such things as viral pneumonia, canine distemper virus, and influenza virus among others. in addition to a thorough physical examination, he or she will do a blood test and urinalysis. your veterinarian may also conduct microscopic examinations of cells from your ferret’s mucous membranes. if he is unable to make a definitive diagnosis on the basis of these tests, he may order chest x-rays. /24, ",Diagnosis,Bacterial Pneumonia in Ferrets,Ferrets,82,94
"treatment the course of treatment will depend on the underlying cause of the pneumonia, and possibly the type of bacteria. typically, your veterinarian will prescribe antibiotics and want to do regular follow-up exams initially. if the ferret has trouble breathing, a nebulizer may be employed. in addition, the ferret should not be should not be allowed to lie in one position for very long at a time. /24, ",Treatment,Bacterial Pneumonia in Ferrets,Ferrets,68,78
"bleeding under the skin of ferrets petmd.com /ferret/conditions/skin/c_ft_petechia_ecchymosis_bruising petechia ecchymosis bruising in ferrets petechia and ecchymosis refer to a disorder of primary hemostasis, the first step in the process by which blood loss from the body’s blood vessels is prevented. this results in uncharacteristic bleeding into the skin or mucous membranes, which causes bruising. petechia and ecchymosis are most commonly seen in female ferrets with hyperestrogenism, a condition characterized by a heightened level of estrogen hormone. usually, they are caused by thrombocytopenia, a medical condition where blood platelets responsible for forming blood clots, among other things, become too low.",Bleeding Under the Skin of Ferrets Petechia Ecchymosis Bruising in Ferrets,Bleeding Under the Skin of Ferrets,Ferrets,99,115
"symptoms and types both of these disorders are evident by unnaturally severe bruises on the body that are more serious than would be expected with any level of trauma experienced. symptoms include symmetric hair loss (that usually begins at the base of the tail and progresses towards the head), ferret adrenal disease (a condition affecting the adrenal glands located by the kidneys), and splenomegaly (an enlargement of the spleen). hyperestrogenism in females is considered a risk factor for petechia or ecchymosis. symptoms of hyperestrogenism include a large vulva and purulent vaginal discharge.",Symptoms and Types,Bleeding Under the Skin of Ferrets,Ferrets,92,101
"causes the primary cause of patechia and ecchymosis is thrombocytopenia, which reduces the ferret's platelet count. other causes include low levels of blood platelet production, or an increased use or destruction of platelets (known as consumptive coagulopathy). additional causes of petechia and ecchymosis have been identified in other animals but not yet reported in ferrets; still, they should be considered. these include acquired platelet function disorders such as liver disease, and immune- mediated disease. hyperestrogenism, or a heightened level of estrogen hormone, is considered to be a risk factor in female ferrets. additional risk factors include former administration of aspirin or other non-steroidal anti-inflammatory drugs (nsaids). /24, ",Causes,Bleeding Under the Skin of Ferrets,Ferrets,107,127
"diagnosis measuring the mucosa bleeding time -- checking how long it takes for the bleeding of mucous membranes to desist -- is one procedure that can be used to diagnose petechia or ecchymosis. other diagnostic tests may include a bone marrow examination, abdominal ultrasounds to check for splenomegaly, urine analysis, and coagulation studies to test the body’s blood clotting capabilities. it is imperative that the condition be diagnosed properly and treated accordingly; untreated, a condition such as thrombocytopenia may lead to death caused by hemorrhage to the brain or other vital organs.",Diagnosis,Bleeding Under the Skin of Ferrets,Ferrets,92,103
"treatment the exact treatment will vary depending on the cause of bruising; however, activity should be reduced to avoid the risk of trauma. meanwhile, medications that alter platelet function (such as aspirin or other nsaids) should be discontinued. any additional medical prescriptions will vary depending upon the cause of the bruising. ferrets that show no interest in eating should be offered new foods recommended by your veterinarian, such as canned cat foods or commercial nutritional supplements.",Treatment,Bleeding Under the Skin of Ferrets,Ferrets,76,85
"living and management future care after initial treatment will vary depending on the underlying cause of bruising. patients with thrombocytopenia, for example, should have a daily platelet count until the condition improves.",Living and Management,Bleeding Under the Skin of Ferrets,Ferrets,32,36
"prevention due to the fact that there are a wide variety of causes that may lead to bruising disorders such as petechia or ecchymosis, there is no distinct method of prevention that can be recommended. /24, ",Prevention,Bleeding Under the Skin of Ferrets,Ferrets,36,39
"cancer of plasma cells in ferrets petmd.com /ferret/conditions/cancer/c_ft_multiple_myeloma multiple myeloma in ferrets multiple myeloma is a rare form of cancer that is derived from a clonal population of cancerous (malignant) plasma cells. although the cancerous cells typically concentrate in the bone marrow, they may also present themselves in the liver, spleen, kidney, pharynx, lung, gastrointestinal tract or lymph nodes. there have been only three reported cases of multiple myeloma disease in ferrets, but many others may go unreported.",Cancer of Plasma Cells in Ferrets Multiple Myeloma in Ferrets,Cancer of Plasma Cells in Ferrets,Ferrets,78,93
"symptoms and types symptoms depend on location and extent of disease. some of the more common ones include: weakness lameness pain at the site of the tumor fractures partial paralysis, or paralysis",Symptoms and Types,Cancer of Plasma Cells in Ferrets,Ferrets,32,35
causes unknown,Causes,Cancer of Plasma Cells in Ferrets,Ferrets,2,2
"diagnosis there are many conditions and diseases that can cause these symptoms, so your veterinarian will want to rule out other potential causes. he or she will do a thorough physical exam, blood test, and urinalysis initially. your veterinarian may then x-ray the ferret’s skeleton and perform an ultrasound to examine the visceral organs. he or she may also do a bone-marrow aspiration to determine the extent of plasma cells therein. treatment if there is an abnormal increase in the concentration of urea or other nitrogenous substance in its blood plasma, your ferret may require hospitalization. if your pet is dehydrated or refusing to eat, it may need to be hospitalized too. chemotherapy and radiotherapy are also often recommended by veterinarians; however, success rates and treatment protocols for these procedures have not been reported. your veterinarian will discuss side effects with you. areas unresponsive to chemotherapy or solitary lesions may be removed surgically. /24, /24, ",Diagnosis Treatment,Cancer of Plasma Cells in Ferrets,Ferrets,155,176
"congestive heart failure in ferrets petmd.com /ferret/conditions/cardiovascular/c_ft_congestive_heart_failure left and right-sided heart failure in ferrets left- and right-sided congestive heart failure (chf) occurs when the heart fails to pump blood at the rate required to meet the basic needs of the body. either disorder can lead to various heart or vascular problems, including lack of proper circulation of oxygen, blood clotting problems, stroke, pulmonary edema, or swelling of fluid in the body. in fact, all organ systems in the body can be affected negatively by congestive heart failure.",Congestive Heart Failure in Ferrets Left And Right-Sided Heart Failure in Ferrets,Congestive Heart Failure in Ferrets,Ferrets,87,104
"symptoms and types there are many signs and symptoms associated with congestive heart failure, many of which depend on the primary cause and overall health and wellness of the ferret in question. a few of the more typical symptoms include: high blood pressure heart murmur and rhythm problems (heart beats too fast or slow) hardening of the aorta, the largest artery in the body inflammation of the heart lining, which prevent the left or right ventricle from filling up",Symptoms and Types,Congestive Heart Failure in Ferrets,Ferrets,79,85
"causes heartworms are one of the causes for congestive heart failure, but in some cases it stems from hereditary causes. in other cases, a weak heart muscle can cause congestive heart failure.",Causes,Congestive Heart Failure in Ferrets,Ferrets,32,36
"diagnosis to diagnose congestive heart failure in ferrets, veterinarians will often rule out other causes for tachycardia or arrhythmias such as hypoglycemia, cancer, neurological diseases, pneumonia, and abdominal infections or liver disorders. an echocardiogram will help identify cardiac masses such as tumors, heartworms, or other abnormalities of the heart, valves, and ventricles. laboratory tests, meanwhile, may also confirm heartworm disease or identify fluid retention.",Diagnosis,Congestive Heart Failure in Ferrets,Ferrets,64,78
"treatment the course of treatment will depend on the underlying cause of the heart failure. for example, heart medication such as beta blockers and calcium channel blockers may be employed. ferrets with respiratory complications, meanwhile, will require oxygen /24, therapy and those with electrolyte imbalances will require medication to help decrease swelling or fluid retention. a stress-free environment and rest is also important to reduce symptoms and recover quickly.",Treatment,Congestive Heart Failure in Ferrets,Ferrets,69,78
"living and management prognosis may vary from ferret to ferret depending on the nature and severity of the disease and the type of care the animal receives in the short- and long-term. it is also important that the ferret be monitored closely, as fatal arrhythmias may develop quickly. /24, ",Living and Management,Congestive Heart Failure in Ferrets,Ferrets,49,55
"cost of caring for a ferret petmd.com /ferret/care/evr_ft_cost-of-caring-for-a-ferret by matt soniak while ferrets seems like a less expensive pet than a dog or a cat, that isn’t always the case. all pets, ferrets included, require a significant investment of time, effort and money. before bringing a ferret into your family, you’ll want to learn more about the kind of financial commitment you’ll need to give it. find out how much ferrets cost and what you’ll need to properly care for your ferret.",Cost of Caring for a Ferret,Cost of Caring for a Ferret,Ferrets,82,103
"how much do ferrets cost? ferret purchase prices vary greatly depending on where you get them, said mary mccarty-houser, director of the pennsylvania ferret rescue association and shelter chair of the american ferret association. ferrets can be found in shelters, in pet stores, and from reputable private breeders (which will charge the most for their ferrets). adopting a ferret from a shelter can cost around $100, but many shelter ferrets are up to date on their vaccines, saving you the cost of those. plus, mccarty-houser says, shelter staff will work extensively with their ferrets to get to know their personalities, do any behavioral training (if necessary), and understand what type of home environment would be best for them. “[shelter staff] are also a lifelong resource to the new owner for questions and help with problems,” mccarty-houser added. pet store ferrets generally cost more (up to $300), depending on the area, but come with no prior veterinary care, creating additional costs on top of purchase price for owners to get their ferrets vaccinated, tested for any diseases, and examined by a veterinarian, mccarty-houser said. reputable private breeders who put a lot of time and effort into tracking family lines and socializing their animals generally sell ferrets from $275 and up. “privately bred kits [baby ferrets] go to the owners with health and temperament guarantees and lifelong support of the breeder to the owner,” mccarty-houser says. “they are usually given their initial canine distemper vaccine, sometimes their rabies shot, and are aleutian disease virus ( adv)-negative guaranteed.” the new owner will be responsible for additional distemper vaccines, as well as the spaying/neutering of the kit at an appropriate age. /24, ",How Much do Ferrets Cost?,Cost of Caring for a Ferret,Ferrets,278,328
"what kind of supplies do ferret owners need? you’ll need to purchase the following items to make sure your new ferret is outfitted with the proper environment and care: food: l ike cats, ferrets are obligate carnivores, which means that the only food from which they can get the nutrients they need is meat. “they require a diet high in meat protein (40 percent or higher) and fat (20 percent or higher),” mccarty-houser said. fruits, vegetables, and carbohydrates can actually be harmful to a ferret's health, as some people believe they may be associated with the development of insulinomas, a tumor of the pancreas. food pellets made specifically for ferrets are best, but most high-quality kitten foods can also work, said dr. la'toya latney, an exotic animal veterinarian at the university of pennsylvania school of veterinary medicine. a cage or crate: ferrets require a safe place to stay when they cannot be supervised by their owners, mccarty-houser said. cages very in cost, but she says that if you can't afford a new one, many shelters offer gently used cages for much less. litter box: while a family of humans can get by with one toilet, a single ferret requires multiple litter pans. mccarty-houser recommends two for the cage and a few more for their play area, as ferrets won’t do you the favor of running back to their cage to do their business. for litter, mccarty-houser cautions against the clumping or clay litter used in cat litter boxes, as these can cause respiratory issues for ferrets. “we use pelleted litters that are safe and inexpensive,” she said. think recycled newspaper pellets or even wood stove pellets, which come in 40-pound bags for around $5 at many hardware stores. bowls: ferrets like to dig in and move their bowls around, and can be especially messy with their water bowls, mccarty-houser said. stick with a bowl that attaches to the cage and won’t move. bedding: what you use for bedding in your ferret’s cage can very greatly in cost and materials, and can be purchased from a number of suppliers or made at home from fabrics such as fleece or flannel. some ferret owners even make and sell their own custom bedding, cage ramp covers, and hammocks. /24, toys: how much you spend on toys will vary based on your budget, but are a must to keep your ferret stimulated and happy. “there are some great toys out there that you can buy, or things you can make yourself,” mccarty-houser said. for example, she says you can take an old pill bottle, put a small bell or a few popcorn kernels or pennies in it and secure the lid to make a jingly toy. ferrets will also love “toys” you probably already have around the house, including paper bags and cardboard boxes. “ferrets are like little kids,” mccarty-houser says. “most times they would rather play in the bag or box that the toy came in than with the actual toy.” mccarty-houser estimates these items to cost a minimum of $200, with food and litter being additional year-round costs.",What Kind of Supplies Do Ferret Owners Need?,Cost of Caring for a Ferret,Ferrets,516,606
"average medical care costs for ferrets “we recommend regular check-ups once yearly for young ferrets (up to two years old) and wellness exams twice a year for older ferrets,” dr. latney said. ferrets also need annual vaccinations against rabies and canine distemper virus. check-ups can range in cost depending on where you life, while the vaccines generally cost between $15 and $20 each. ferrets will also require commitments of time and effort to remain happy and healthy throughout their lives. a ferret’s litter pan should be changed every day and its cage cleaned once a week. washing its bedding at least once a week will help keep any odors in check. “the oils from their skin gets on the bedding, so washing the bedding instead of the ferret is a much better way to control odor,” mccarty-houser said. “bathing a ferret strips the oils from their skin, making them itchy and giving them a stronger odor as the body works rapidly to replace those oils.” the american ferret association recommends a bath no more than once a month. ferrets need at least four hours outside of their cage every day, and mccarty-houser says that you should be actively interacting with your ferret for at least half of that time. many ferret owners split playtime into an hour in the morning before work and a few more hours in the evening. if you have two ferrets, you won’t need to spend as much time playing with them because they’ll keep busy playing with each other, she added. /24, ",Average Medical Care Costs for Ferrets,Cost of Caring for a Ferret,Ferrets,257,290
"cough in ferrets | petmd petmd.com /ferret/conditions/respiratory/c_ft_cough coughing is fairly common among ferrets, or at least as much as it is in other animals. formally defined as forceful exhalations of air through the glottis or mouth and throat, a cough may be brought on by a variety of factors, either automatic or inspired.",Cough in Ferrets | PetMD,Cough in Ferrets _ PetMD,Ferrets,53,62
"symptoms and types sneezing scratchy and/or irritable esophagus clearing of breathing passage (sometimes with mucous or blood, which may indicate a coexisting condition that requires immediate attention)",Symptoms and Types,Cough in Ferrets _ PetMD,Ferrets,27,30
"causes the causes for cough in ferrets are varied. often, upper respiratory tract disorders or viral infections such as the flu are to blame. other causes may include: sinusitis rhinitis inflammation of the tracheal pipe infections of the ear, nose, and throat pulmonary swelling, tumors, or pneumonia environmental factors (i.e., unhygienic conditions that can contribute to nasal and oral irritation)",Causes,Cough in Ferrets _ PetMD,Ferrets,60,72
"diagnosis your veterinarian will first want to rule out other serious conditions to help prevent a resurgence of a more virulent strain of disease following minor treatment. to achieve this, he or she will look for other diagnostic features, including the prolonged health of the animal, its nocturnal or sleeping habits, and the patterns and characteristic of behavior -- all of which may provide some clues as to the causes of the ferret’s primary symptoms. diagnostic exams such as x-rays and ultrasounds can also help identify cardiovascular disease(s) or disorders of the nasal, sinus, and lower respiratory tract.",Diagnosis,Cough in Ferrets _ PetMD,Ferrets,98,112
"treatment your veterinarian will typically only attempt to treat the underlying condition, especially when it is severe. often he or she will recommend restricting the ferret's exercises, as it may aggravate the animal's condition. /24, ",Treatment,Cough in Ferrets _ PetMD,Ferrets,35,42
"living and management you will need to stay in communication with your veterinarian throughout the treatment period, relaying information about your ferret's response to the treatment and whether it is improving or worsening. you may also need to take your ferret back to the clinic for follow-up examinations so that your veterinarian can evaluate your dog's disease status and treatment progress. there, the treatment will be adjusted accordingly. in some ferrets, long-term therapy is required for a complete recovery. take care when administering drugs to your ferret, as any drug, including cough suppressants, can be dangerous when given in the wrong amount. /24, ",Living and Management,Cough in Ferrets _ PetMD,Ferrets,103,119
"cysts in the urethra in ferrets petmd.com /ferret/conditions/urinary/c_ft_urogenital_cystic_disease urogenital cystic disease in ferrets ferrets with this disease have cysts form on the upper portion of the bladder, surrounding the urinary passage. these cysts, which may arise from ducts in the prostate, are typically large. there may be just one cyst or many, and often they cause partial or complete obstruction of the urethra. due to the obstruction, the cysts may not only cause compression on the urethra and pain while urinating, but may lead to bacterial infection. urogenital cystic disease is more common in males than females, and often occur in the spring.",Cysts in the Urethra in Ferrets Urogenital Cystic Disease in Ferrets,Cysts in the Urethra in Ferrets,Ferrets,103,119
"symptoms and types intense straining and crying out when urinating (sometimes even when defecating) pus-like discharge abdominal distension firm mass(es) near bladder; may contain fluid ferrets with complete obstruction or secondary infections may display signs of depression, lethargy, or lose the desire to eat (anorexia). moreover, if the cysts are due to an underlying adrenal disease, itching and hair loss may be seen.",Symptoms and Types,Cysts in the Urethra in Ferrets,Ferrets,63,75
"causes cysts are usually formed as a result of overproduction of the sex hormones (estrogen, androgen) in ferrets. however, cysts in the prostrate may be caused by prostatic tumors, though it is rare.",Causes,Cysts in the Urethra in Ferrets,Ferrets,33,39
"diagnosis your veterinarian will first run various tests on the ferret's blood and urine to differentiate from other common causes of urinary diseases. abnormal blood sugar and hormone levels are excellent indicators of urogenital cystic disease. cysts can also be confirmed via abdominal x-rays (with or without contrast dyes) and an ultrasound. if cysts are present, your veterinarian may recommend take a sample of fluid for further examination.",Diagnosis,Cysts in the Urethra in Ferrets,Ferrets,68,76
"treatment prostate and adrenal disease may be managed medically or surgically based on the symptoms. surgery, for example, is used when the obstruction to the urethra is severe, or when the enlarged glands must be removed. otherwise, antibacterial /24, treatment, hormonal management, and fluid and electrolyte therapy are often used to resolve the underlying issues and stabilize the ferret.",Treatment,Cysts in the Urethra in Ferrets,Ferrets,59,69
"living and management with surgical therapy, the cyst may reduce in size in as little as two to three days. the prostate, meanwhile, may reduce in size gradually over a period of weeks to months with post-surgical therapy. during that time, your ferret's activity should be limited.",Living and Management,Cysts in the Urethra in Ferrets,Ferrets,47,56
"prevention neutering at an older age may decrease the risk of the disease. consult a veterinarian to verify if this is the case for your ferret. /24, ",Prevention,Cysts in the Urethra in Ferrets,Ferrets,27,30
